participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role
2783,2025-04-25,Government Interaction,Youth Policy,Yekaterinburg,Male,45-54,Analyst,Yes,Yes,No,Professional,No
714,2025-04-26,Educational Event,Education,Kamensk-Uralsky,Male,45-54,Volunteer,No,No,No,Basic,No
1345,2025-04-26,Community Outreach,Social Policy,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
2010,2025-04-26,Government Interaction,Local Government,Serov,Male,55+,Participant,No,No,No,Basic,No
2083,2025-04-26,Meeting,Housing,Yekaterinburg,Male,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
2435,2025-04-26,Media Activity,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2624,2025-04-26,Meeting,Youth Policy,Nizhny Tagil,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
3162,2025-04-26,Community Outreach,Youth Policy,Pervouralsk,Male,55+,Participant,No,No,No,Basic,No
3218,2025-04-26,Meeting,Social Policy,Yekaterinburg,Female,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
3488,2025-04-26,Public Event,Transport,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
616,2025-04-27,Meeting,Entrepreneurship,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1760,2025-04-27,Educational Event,Social Policy,Revda,Male,25-34,Volunteer,No,No,No,Basic,No
2236,2025-04-27,Meeting,Entrepreneurship,Pervouralsk,Male,25-34,Speaker,Yes,Yes,No,Visible,No
2343,2025-04-27,Meeting,Economic Policy,Yekaterinburg,Male,35-44,Organizer,No,No,Yes,Leadership,Yes
2401,2025-04-27,Campaign Activity,Economic Policy,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
2540,2025-04-27,Campaign Activity,Local Government,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
2930,2025-04-27,Meeting,Housing,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
546,2025-04-28,Public Event,Local Government,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
1362,2025-04-28,Meeting,Education,Yekaterinburg,Female,25-34,Analyst,No,No,Yes,Professional,No
2919,2025-04-28,Public Event,Entrepreneurship,Asbest,Female,25-34,Participant,No,No,No,Basic,No
3054,2025-04-28,Community Outreach,Social Policy,Yekaterinburg,Male,25-34,Speaker,Yes,Yes,No,Visible,No
3388,2025-04-28,Meeting,Education,Pervouralsk,Male,35-44,Coordinator,No,Yes,Yes,Leadership,Yes
3541,2025-04-28,Campaign Activity,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
457,2025-04-29,Public Event,Local Government,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
1667,2025-04-29,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,45-54,Analyst,Yes,Yes,No,Professional,No
2689,2025-04-29,Campaign Activity,Entrepreneurship,Pervouralsk,Female,45-54,Volunteer,No,No,No,Basic,No
3253,2025-04-29,Government Interaction,Housing,Kamensk-Uralsky,Female,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
568,2025-04-30,Campaign Activity,Transport,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No
698,2025-04-30,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Coordinator,No,No,Yes,Leadership,Yes
757,2025-04-30,Media Activity,Transport,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No
2266,2025-04-30,Campaign Activity,Housing,Yekaterinburg,Female,18-24,Analyst,No,No,No,Professional,No
293,2025-05-01,Community Outreach,Housing,Nizhny Tagil,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
569,2025-05-01,Community Outreach,Local Government,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
1042,2025-05-01,Meeting,Healthcare,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2005,2025-05-01,Community Outreach,Entrepreneurship,Nizhny Tagil,Female,45-54,Volunteer,No,No,No,Basic,No
3172,2025-05-01,Community Outreach,Education,Serov,Male,18-24,Organizer,No,Yes,Yes,Leadership,Yes
3193,2025-05-01,Government Interaction,Economic Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
1486,2025-05-02,Campaign Activity,Gender Equality,Pervouralsk,Female,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
1573,2025-05-02,Educational Event,Entrepreneurship,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1845,2025-05-02,Media Activity,Social Policy,Yekaterinburg,Female,35-44,Analyst,Yes,No,No,Professional,No
1947,2025-05-02,Media Activity,Healthcare,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No
2389,2025-05-02,Media Activity,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2932,2025-05-02,Media Activity,Gender Equality,Pervouralsk,Female,55+,Organizer,Yes,Yes,Yes,Leadership,Yes
3016,2025-05-02,Meeting,Housing,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
3038,2025-05-02,Government Interaction,Youth Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
198,2025-05-03,Survey,Social Policy,Yekaterinburg,Male,18-24,Participant,Yes,No,No,Basic,No
243,2025-05-03,Government Interaction,Transport,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
788,2025-05-03,Meeting,Entrepreneurship,Yekaterinburg,Female,45-54,Participant,Yes,No,No,Basic,No
1413,2025-05-03,Public Event,Local Government,Yekaterinburg,Male,45-54,Volunteer,No,No,Yes,Basic,No
3259,2025-05-03,Public Event,Transport,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
245,2025-05-04,Media Activity,Economic Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
486,2025-05-04,Media Activity,Transport,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1321,2025-05-04,Campaign Activity,Transport,Kamensk-Uralsky,Male,45-54,Participant,No,No,No,Basic,No
2307,2025-05-04,Community Outreach,Transport,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
3025,2025-05-04,Meeting,Local Government,Pervouralsk,Female,18-24,Volunteer,No,No,No,Basic,No
3308,2025-05-04,Survey,Youth Policy,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No
3453,2025-05-04,Campaign Activity,Education,Nizhny Tagil,Female,55+,Volunteer,No,No,No,Basic,No
3489,2025-05-04,Meeting,Entrepreneurship,Serov,Female,35-44,Participant,No,No,No,Basic,No
315,2025-05-05,Campaign Activity,Education,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
464,2025-05-05,Community Outreach,Gender Equality,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1498,2025-05-05,Community Outreach,Education,Nizhny Tagil,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes
1563,2025-05-05,Meeting,Healthcare,Kamensk-Uralsky,Male,45-54,Participant,No,No,No,Basic,No
2135,2025-05-05,Meeting,Social Policy,Kamensk-Uralsky,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
3148,2025-05-05,Community Outreach,Transport,Kamensk-Uralsky,Male,35-44,Participant,No,No,No,Basic,No
3470,2025-05-05,Government Interaction,Entrepreneurship,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
3483,2025-05-05,Survey,Healthcare,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
702,2025-05-06,Government Interaction,Entrepreneurship,Yekaterinburg,Female,45-54,Speaker,No,Yes,No,Visible,No
1355,2025-05-06,Public Event,Housing,Yekaterinburg,Male,55+,Analyst,No,No,No,Professional,No
1936,2025-05-06,Survey,Social Policy,Yekaterinburg,Female,35-44,Analyst,No,No,No,Professional,No
2286,2025-05-06,Meeting,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
3306,2025-05-06,Educational Event,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3512,2025-05-06,Community Outreach,Local Government,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
2082,2025-05-07,Campaign Activity,Housing,Nizhny Tagil,Female,45-54,Volunteer,No,No,No,Basic,No
2363,2025-05-07,Community Outreach,Healthcare,Serov,Male,18-24,Organizer,Yes,Yes,Yes,Leadership,Yes
2528,2025-05-07,Meeting,Entrepreneurship,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No
3254,2025-05-07,Campaign Activity,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3507,2025-05-07,Community Outreach,Healthcare,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No
3591,2025-05-07,Community Outreach,Entrepreneurship,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No
885,2025-05-08,Educational Event,Housing,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1095,2025-05-08,Campaign Activity,Entrepreneurship,Serov,Male,25-34,Participant,No,No,No,Basic,No
2243,2025-05-08,Public Event,Housing,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
281,2025-05-09,Government Interaction,Healthcare,Revda,Female,18-24,Participant,Yes,No,No,Basic,No
645,2025-05-09,Government Interaction,Housing,Serov,Male,25-34,Speaker,Yes,Yes,No,Visible,No
879,2025-05-09,Educational Event,Economic Policy,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
1849,2025-05-09,Community Outreach,Social Policy,Kamensk-Uralsky,Female,35-44,Speaker,No,Yes,No,Visible,No
2587,2025-05-09,Government Interaction,Housing,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No
3153,2025-05-09,Survey,Youth Policy,Kamensk-Uralsky,Female,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
3236,2025-05-09,Meeting,Transport,Revda,Female,35-44,Volunteer,No,Yes,No,Basic,No
3315,2025-05-09,Survey,Housing,Nizhny Tagil,Female,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
709,2025-05-10,Media Activity,Gender Equality,Kamensk-Uralsky,Female,18-24,Organizer,No,No,Yes,Leadership,Yes
804,2025-05-10,Public Event,Social Policy,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
937,2025-05-10,Government Interaction,Economic Policy,Yekaterinburg,Male,35-44,Participant,Yes,No,No,Basic,No
1711,2025-05-10,Campaign Activity,Housing,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No
1898,2025-05-10,Public Event,Entrepreneurship,Kamensk-Uralsky,Female,25-34,Volunteer,Yes,No,No,Basic,No
2317,2025-05-10,Survey,Economic Policy,Yekaterinburg,Female,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
2804,2025-05-10,Community Outreach,Housing,Nizhny Tagil,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
42,2025-05-11,Meeting,Education,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
941,2025-05-11,Meeting,Youth Policy,Revda,Female,18-24,Participant,No,No,No,Basic,No
1153,2025-05-11,Campaign Activity,Economic Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
1179,2025-05-11,Public Event,Social Policy,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
1801,2025-05-11,Government Interaction,Transport,Yekaterinburg,Male,18-24,Volunteer,No,No,No,Basic,No
2484,2025-05-11,Meeting,Local Government,Nizhny Tagil,Female,45-54,Participant,No,Yes,No,Basic,No
3435,2025-05-11,Meeting,Social Policy,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No
391,2025-05-12,Media Activity,Social Policy,Pervouralsk,Male,25-34,Participant,No,Yes,No,Basic,No
1111,2025-05-12,Survey,Housing,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1803,2025-05-12,Campaign Activity,Transport,Pervouralsk,Female,45-54,Volunteer,No,No,No,Basic,No
2046,2025-05-12,Public Event,Local Government,Kamensk-Uralsky,Female,55+,Volunteer,No,No,No,Basic,No
2616,2025-05-12,Meeting,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2668,2025-05-12,Survey,Social Policy,Serov,Female,18-24,Analyst,No,No,Yes,Professional,No
2859,2025-05-12,Community Outreach,Entrepreneurship,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No
3442,2025-05-12,Meeting,Economic Policy,Pervouralsk,Female,25-34,Volunteer,No,No,No,Basic,No
3498,2025-05-12,Campaign Activity,Economic Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
58,2025-05-13,Campaign Activity,Healthcare,Asbest,Male,35-44,Volunteer,No,No,No,Basic,No
197,2025-05-13,Community Outreach,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
1180,2025-05-13,Government Interaction,Education,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
1335,2025-05-13,Community Outreach,Social Policy,Yekaterinburg,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
1421,2025-05-13,Media Activity,Social Policy,Yekaterinburg,Male,35-44,Organizer,No,Yes,Yes,Leadership,Yes
1565,2025-05-13,Community Outreach,Economic Policy,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No
2119,2025-05-13,Meeting,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2600,2025-05-13,Media Activity,Housing,Yekaterinburg,Male,35-44,Volunteer,No,Yes,No,Basic,No
3118,2025-05-13,Educational Event,Local Government,Nizhny Tagil,Male,45-54,Participant,No,No,No,Basic,No
926,2025-05-14,Community Outreach,Gender Equality,Asbest,Female,18-24,Participant,No,No,No,Basic,No
1314,2025-05-14,Media Activity,Healthcare,Asbest,Female,18-24,Volunteer,No,No,No,Basic,No
1729,2025-05-14,Campaign Activity,Economic Policy,Kamensk-Uralsky,Female,55+,Participant,Yes,No,No,Basic,No
1996,2025-05-14,Community Outreach,Education,Kamensk-Uralsky,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
2408,2025-05-14,Educational Event,Entrepreneurship,Yekaterinburg,Female,55+,Speaker,No,Yes,No,Visible,No
2428,2025-05-14,Meeting,Education,Yekaterinburg,Male,25-34,Organizer,No,No,Yes,Leadership,Yes
2836,2025-05-14,Campaign Activity,Gender Equality,Serov,Male,25-34,Coordinator,No,No,Yes,Leadership,Yes
2976,2025-05-14,Community Outreach,Education,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
2,2025-05-15,Meeting,Local Government,Yekaterinburg,Female,55+,Coordinator,No,Yes,Yes,Leadership,Yes
2414,2025-05-15,Community Outreach,Healthcare,Yekaterinburg,Male,45-54,Analyst,Yes,No,No,Professional,No
1744,2025-05-16,Community Outreach,Youth Policy,Kamensk-Uralsky,Male,25-34,Participant,Yes,Yes,No,Basic,No
2443,2025-05-16,Survey,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2759,2025-05-16,Community Outreach,Housing,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
3371,2025-05-16,Survey,Transport,Serov,Male,25-34,Volunteer,No,No,No,Basic,No
265,2025-05-17,Media Activity,Economic Policy,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
513,2025-05-17,Survey,Youth Policy,Yekaterinburg,Female,18-24,Analyst,No,No,No,Professional,No
635,2025-05-17,Meeting,Economic Policy,Pervouralsk,Female,35-44,Organizer,No,No,Yes,Leadership,Yes
763,2025-05-17,Government Interaction,Gender Equality,Nizhny Tagil,Female,25-34,Speaker,No,Yes,No,Visible,No
2524,2025-05-17,Campaign Activity,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2659,2025-05-17,Community Outreach,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2734,2025-05-17,Campaign Activity,Entrepreneurship,Yekaterinburg,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes
3055,2025-05-17,Community Outreach,Gender Equality,Revda,Male,18-24,Participant,No,No,No,Basic,No
1114,2025-05-18,Educational Event,Healthcare,Serov,Male,25-34,Volunteer,No,No,No,Basic,No
1689,2025-05-18,Public Event,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2576,2025-05-18,Media Activity,Housing,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2826,2025-05-18,Meeting,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3235,2025-05-18,Campaign Activity,Youth Policy,Revda,Female,18-24,Participant,No,Yes,No,Basic,No
522,2025-05-19,Survey,Economic Policy,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
600,2025-05-19,Meeting,Housing,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No
2885,2025-05-19,Media Activity,Education,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
3108,2025-05-19,Community Outreach,Entrepreneurship,Yekaterinburg,Male,55+,Volunteer,Yes,No,No,Basic,No
3426,2025-05-19,Community Outreach,Gender Equality,Yekaterinburg,Male,55+,Speaker,No,Yes,No,Visible,No
592,2025-05-20,Government Interaction,Transport,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
947,2025-05-20,Media Activity,Gender Equality,Kamensk-Uralsky,Male,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
1294,2025-05-20,Public Event,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2013,2025-05-20,Public Event,Transport,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No
2065,2025-05-20,Public Event,Gender Equality,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2573,2025-05-20,Campaign Activity,Youth Policy,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
651,2025-05-21,Campaign Activity,Healthcare,Serov,Female,45-54,Volunteer,No,No,No,Basic,No
718,2025-05-21,Survey,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
951,2025-05-21,Meeting,Housing,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes
1948,2025-05-21,Community Outreach,Youth Policy,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No
2125,2025-05-21,Survey,Transport,Revda,Female,18-24,Speaker,No,Yes,No,Visible,No
2197,2025-05-21,Community Outreach,Social Policy,Yekaterinburg,Female,25-34,Participant,No,Yes,No,Basic,No
2597,2025-05-21,Survey,Housing,Yekaterinburg,Female,55+,Organizer,Yes,Yes,Yes,Leadership,Yes
2613,2025-05-21,Campaign Activity,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
262,2025-05-22,Meeting,Education,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
1329,2025-05-22,Government Interaction,Housing,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1475,2025-05-22,Media Activity,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1372,2025-05-23,Meeting,Local Government,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
1379,2025-05-23,Educational Event,Economic Policy,Yekaterinburg,Male,55+,Speaker,No,Yes,No,Visible,No
2283,2025-05-23,Survey,Education,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
2592,2025-05-23,Meeting,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3321,2025-05-23,Survey,Youth Policy,Yekaterinburg,Female,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
327,2025-05-24,Community Outreach,Local Government,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
363,2025-05-24,Government Interaction,Gender Equality,Pervouralsk,Female,45-54,Participant,No,No,No,Basic,No
854,2025-05-24,Government Interaction,Social Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
2048,2025-05-24,Meeting,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2937,2025-05-24,Meeting,Education,Serov,Female,25-34,Participant,No,No,No,Basic,No
2974,2025-05-24,Community Outreach,Transport,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
3546,2025-05-24,Government Interaction,Entrepreneurship,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No
90,2025-05-25,Campaign Activity,Economic Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1195,2025-05-25,Public Event,Entrepreneurship,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
1656,2025-05-25,Educational Event,Transport,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No
1986,2025-05-25,Media Activity,Healthcare,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
2202,2025-05-25,Community Outreach,Transport,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2657,2025-05-25,Government Interaction,Social Policy,Yekaterinburg,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes
1870,2025-05-26,Meeting,Education,Asbest,Male,55+,Volunteer,No,No,No,Basic,No
2003,2025-05-26,Educational Event,Healthcare,Serov,Male,35-44,Participant,No,No,No,Basic,No
2948,2025-05-26,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Coordinator,No,No,Yes,Leadership,Yes
3166,2025-05-26,Community Outreach,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3195,2025-05-26,Community Outreach,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1410,2025-05-27,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
1434,2025-05-27,Community Outreach,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1456,2025-05-27,Public Event,Economic Policy,Kamensk-Uralsky,Female,18-24,Organizer,Yes,No,Yes,Leadership,Yes
1873,2025-05-27,Media Activity,Local Government,Kamensk-Uralsky,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes
1991,2025-05-27,Campaign Activity,Healthcare,Pervouralsk,Female,55+,Volunteer,No,No,No,Basic,No
2632,2025-05-27,Community Outreach,Youth Policy,Yekaterinburg,Male,45-54,Volunteer,Yes,No,No,Basic,No
2918,2025-05-27,Government Interaction,Youth Policy,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No
3029,2025-05-27,Public Event,Local Government,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
186,2025-05-28,Media Activity,Entrepreneurship,Asbest,Male,25-34,Participant,Yes,No,No,Basic,No
976,2025-05-28,Meeting,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
